Meld,Amount,Notes,Unit,Property Name,Address line 1,City,State,Postal code
TCD6I0IB,170.40,"Checked breaker, oven heating elements, and coil burners. Terminal block for large coil burner was burned out. Breaker was tripped. Reset breaker. Stove/oven is working fine. I ordered terminal block from Masterson’s. It will be here tomorrow. Replaced coil burner terminal block.",7,,111 E O'Bryan Avenue-7,Bardstown,KY,40004
THR6UWBB,489.00,"Cut out bad caulk in bath tub. 
Installed new caulk. 
Informed tenants not to use shower for four hours. 

Removed broken smoke detector. 
Installed new smoke CO detector combo. 

Replaced broken front doorknob with new passage knob. 

Removed broken faucet from kitchen sink. Heavily corroded, had to cut it out. Replaced with new faucet w/sprayer. 

Clean up.",3,,7609 Garrison Road - 3,Louisville,KY,40214
TWCR28H,117.50,"Shower wall behind valves is loose. 
Need to install shower surround. 

Sealed cracks with silicone sealant as temporary repair. 

Scraped some loose patches of paint in hallway, filled with mud.

Bedroom door is too thin and hollow to be patched. Recommend replacing.",7,,7609 Garrison Road - 7,Louisville,KY,40214
TTEEGLJ,97.50,"No sign of leak in bathroom or bedroom. 
Checked downstairs in apartment 1. 
No sign of leak there either. 

Checked rear exterior of complex. 
Gutter outside of apartment 2 is loose and separated from roof. 
Referral to roofing contractors.",2,,216 East 13th Street-2,New Albany,IN,47150
T3715XM,65.00,All lights in kitchen functioning normally.,9,,212 East 13th Street- 9,New Albany,IN,47150
T41LWUIB,117.50,"Signs of water leaking from 113 directly above. 

When inspecting 113 gaps in caulk found that could explain the leak. 

Sealed cracks with silicone sealant.",13,,1743 Culbertson Avenue,New Albany,IN,47150
TRP29KCB,97.50,"Tested all washers and dryers. 
All dryers start and get hot. 
First two washers on left don't start. 
Will schedule a technician to come and work on them.
Put out of order signs up",3,,1743 Culbertson Avenue,New Albany,IN,47150
TPVTTVY,245.00,"Waited for police to come and make report about broken lock. 

All repairs should be charged to unit 2. 

Pictures of damaged and police report number in Meld.",3,,3339 Taylor Boulevard - 3,Louisville,KY,40215
T2XMWY3,396.00,"Repaired stove 
Repaired drawers in kitchen 
Installed new combination alarm 
Repaired cracks in front entry door 
Repaired closet doors 
Repaired vanity faucet 
Repaired vanity drain 
Repaired shower faucet 
Repaired steps they where lose",12,,4728 Southern Parkway - 12,Louisville,KY,40214
T18F9VLB,223.00,"Repaired windows 
Secured both ac units 
Installed new locks on windows 
Secured windows",13,,4730 Southern Parkway - 13,Louisville,KY,40214
TN1D4F8,212.00,"Repaired vanity pop up drain 
Caulked around vanity 
Cut out old caulk around tub 
Caulked around tub 
Repaired vanity door 
Repaired air vent 
Looked at flooring in kitchen the vinyl had been ripped in a few areas but had been glued down 
We would need owner approval to remove and replace vinyl flooring is not at a safety risk",A15,,4604 Southern Parkway - A15,Louisville,KY,40214
TBBJQVU,137.50,Installed new deadbolt someone had broken in again,12,,4728 Southern Parkway - 12,Louisville,KY,40214
T0JQNT1,266.00,"Repaired shower faucet installed new stem 
The old stem had broken off in fixture was able to repair",2,,4315 Southern Parkway - 2,Louisville,KY,40214
TURNI13,130.00,The toilet sits up on a 6 inch drop it needs a pressure flush toilet and a new water line supply the toilet is 750 plus 4hrs install and water supply line 150 in supplies and three hrs labor also drain line needs to be cleaned out before install by Dixie,1,,1208 Queen Avenue,Louisville,KY,40215
TCXD6JKB,201.60,"Kitchen sinks backed up. removed drain pipes and filled shop vac three times to get rid of water. When I run water in the sink, it still backs up. Also had leak around sink basket. Replaced basket. Called Justin and turned over to Dixie plumbing. They will be there Wednesday morning 5/10/2023",6,,111 E O'Bryan Avenue -6,Bardstown,KY,40004
TEQ9WM4,162.50,,1,,819 1/2 Beecher Street,Louisville,KY,40215
TTKVMPE,130.00,,1,,1146 Lincoln Avenue,Louisville,KY,40208
TGE4DT9,195.00,,3,,1743 Culbertson Avenue,New Albany,IN,47150
TT0MHBV,97.50,Tightened and realigned drawer hardware in kitchen. Removed ceiling tiles in bathroom and checked for leaks. Went upstairs above TP26 and checked for leaks around bathtub. Turned off shower valve ( it was causing dripping through tub spout). Turned job over to Dixie plumbing. They will be there Wednesday morning 5/10/2023,26,,111 E O'Bryan Avenue -26,Bardstown,KY,40004
TCMU37KB,142.00,,1,,9002 Whippoorwill Road,Louisville,KY,40229
T47LD1GB,130.00,AC was not working/ touch pad was not coming on/ had to reprogram it,All,,100 Slate Run - All,Bardstown,KY,40004
TJ9NVAJB,1514.00,"1.5 hours of labor added for removal of old sink and cabinet. The sink was counted into and I stalled underneath the tiles. Had to grind out grout. 

Removed old sink and cabinet. 
Installed new 30"" sink base and 18"" drawer base. 
Installed 48"" Formica counter top. 
Installed 25"" single sink, sink basket, and extension to connect to drain. 
Installed new faucet. 
Caulked all corners and silicone sealed sink to counter. 
Tested all connections for leaks. 
No leaks after repair. 
Clean up.",4,,1429 Nightingale Road - 4,Louisville,KY,40213
TUIQPR5,97.50,Key box installed adjacent to basement door building unit 1429. Coded to 0203.,4,,1429 Nightingale Road - 4,Louisville,KY,40213
TJVCRVG,272.00,"Repaired bedroom light and ceiling fan 
Repaired kitchen faucet supply line 
Kitchen faucet parts",4,,4909 Saddlebrook Lane - 4,Louisville,KY,40216
TMB4UPGB,97.50,Looked at basement bathroom,1,,1208 Queen Avenue,Louisville,KY,40215
T76JBHNB,97.50,,1,,420 East Ormsby Avenue,Louisville,KY,40203
TAFI0IBB,826.00,"Completed all repairs for section8 
Installed new mailbox lock 
Keyed unit to E key 
Repaired floor in kitchen and machine room 
The stove is the only thing I need a new switch I’m picking one up tomorrow and will be back to install tomorrow",5,,4902 Saddlebrook Lane - 5,Louisville,KY,40216
T09YPVE,130.00,,A4,,4604 Southern Parkway - A4,Louisville,KY,40214
TII3AL0,162.50,,B3,,4604 Southern Parkway - B3,Louisville,KY,40214
TY6LFWHB,292.50,,1,,10816 Symington Circle,Louisville,KY,40241
TJWXI64,162.50,Trip to Slate Run to borrow sump pump. Used sump pump and shop vac to remove stagnant water from washer and laundry room twice. One of the washers fills up with water and just quits. I called JETZ and they said they will get in touch with a technician,42,,111 E O'Bryan Avenue-42,Bardstown,KY,40004
T2G2FCNB,1090.00,"Delivered new stove with assistance from Al and Mason. 

Transferred cord from old stove to new. 

Installed new stove. 

Removed old stove hood. 
Installed new.",4,,2513 Dixie Highway - 4,Louisville,KY,40216
TXZVL2IB,97.50,"Reinstalled refrigerator seal. 
Tested several times. 
Seal is fitted well and stays in place after repair.",3,,2515 Dixie Highway - 3,Shively,KY,40216
TXI4HCNB,175.00,,1,,707 Iroquois Ave.,Louisville,KY,40214
TQINNIR,102.50,"Hole of floor was caused by low spot in sub floor. Sub floor is firm but unlevel. 

Cabinet hinge not broken just came apart where it adjusts. 
Reassembled hinge and tightened screws. 
Installed 2 new cabinet knobs.",1,,652 South 38th Street,Louisville,KY,40211
TB4UUEF,130.00,Leak/ drips were coming from the pipes in the air conditioning above the ceiling tile. The chiller was turned on a couple of days ago therefore it was causing drips and condensation to form on the pipes. I wrapped the pipes with insulation.,28,,111 E O'Bryan Avenue-28,Bardstown,KY,40004
T8L54KAB,143.75,Relocated and attached lock on bathroom window. Replaced flapper,30,,111 E O'Bryan Avenue-30,Bardstown,KY,40004
TE1IWJU,697.50,Installed window AC unit upstairs.,1,,5712 Emmalee Drive,Louisville,KY,40219
TR91QUK,295.00,"Installed new deadbolts to unit 3 and common door. 
Keyed unit 3 to V key. 
Keyed common door to U key. 
Delivered U key to unit 4.",3,,3946 South 3rd Street - 3,Louisville,KY,40214
T9G2IAU,211.00,"Repaired light fixtures on front porch 
There was a short in switch going to hallway light in unit 3",4,,8801 Malvern Hill Road - 4,Louisville,KY,40242
TG8XWPR,260.00,Installed new tub spout and repaired faucet,4,,4902 Saddlebrook Lane - 4,Louisville,KY,40216
TRFF0Q6,281.00,"Installed new toilet set 
Repaired toilet tank 
Repaired light in bathroom",102,,4522 Winnrose Way 102,Louisville,KY,40211
T0TTB7GB,1545.00,Installed 4 lights,102,,4522 Winnrose Way 102,Louisville,KY,40211
TD77JF2,200.00,"Repaired dishwasher discharge pump was not working properly 
 Door latch was not catching properly 
Had a issue with the gfi in kitchen all is working properly now",4,,8801 Malvern Hill Road - 4,Louisville,KY,40242
TY3XFEI,65.00,"Scraped old caulk out of the window, seal and debris, so bathroom window would close properly. So when the window closed properly, the window lock worked as it is supposed to.",23,,111 E O'Bryan Avenue-23,Bardstown,KY,40004
T2NYZC9,2030.00,"Took down old prefab fence. 
Cut out trees from fence line. 
Dug out rotten posts. 
Installed new posts with concrete footer. 
Installed 2x4 horizontal boards. 
Installed 6 foot fence pickets. 
Repaired and replaced boards on gate and back of fence. 
Clean up.
Contractors will pick up debris.",1,,6707 Fenske,Louisville,KY,40258
TRY3BLG,262.00,"Repaired toilet the fill valve was broken 
Installed new fill valve 
Installed new toilet set 
Repaired handle",129,,4524 Winnrose Way 129,Louisville,KY,40211
TK67QCG,145.00,"Repaired pop up drain the lever had broken 
Working properly now",131,,4524 Winnrose Way 131,Louisville,KY,40211
TV6EZE3,156.00,Repaired lights,1,,6707 Fenske,Louisville,KY,40258
T34M7LK,65.00,,1,,4900 Saddlebrook Lane - 1,Louisville,KY,40216
T4I4JNIB,101.74,Installed handicap parking sign,16,,111 E O'Bryan Avenue-16,Bardstown,KY,40004
T3MI80M,97.50,"Toilet tank was overfilling close to overflow. 
When flushed the water would slosh out of the tank. 
Adjusted water level in tank.",14,,1002 East Main St,New Albany,IN,47150
TAT0NUD,112.50,"Leak caused by loose toilet tank bolts. 
Tightened bolts. 
Toilet flapper was old and no longer sealed. 
Replaced flapper. 
No leaks after repair.",3,,1002 East Main St,New Albany,IN,47150
TAI40RLB,284.00,,1,,1402 Earl Avenue,Louisville,KY,40215
TA0T1CM,107.50,"Multiple leaks under kitchen sink. 
Replaced slip nuts and washers at two points. 
Tightened sink basket. 
No leaks after repair.",10,,212 East 13th Street- 10,New Albany,IN,47150
TWZT23D,142.50,,1,,2710 Woodland Avenue,Louisville,KY,40211
TTA46TT,172.50,,2,,2710 Woodland Avenue - 2,Louisville,KY,40211
T1W7IW,142.50,,609-5,,609 S 44th Street -5,Louisville,KY,40211
TP0QKL7,65.00,,627-4,,627 S 44th Street -4,Louisville,KY,40211
TGZLFBGB,1250.00,,1,,4728 Southern Parkway - 1,Louisville,KY,40214
TBMZ2EGB,97.50,,3,,2513 Date Street - 3,Louisville,KY,40210
TK4UGLL,325.00,,1A,,402 N. Hite Ave,Louisville,KY,40206
T8DJ4NX,130.00,"Shut off water to apartment complex. 
Shut off water under bathroom sink. 
Took pictures and assessed damage. 
Referral to Deluxe for clean up.",2B,,402 North Hite Avenue 2B,Louisville,KY,40206
TVVY8ZK,357.50,Drained water heater. Unhooked waterlines and electrical line. Removed water heater out-of-the-way. Cut out drywall. Repaired leak in the wall.  Cleaned off mold. Reinstalled water heater.  Measured and cut plywood and installed behind water heater.,All,,100 Slate Run - All,Bardstown,KY,40004
TC86ATU,150.00,"Removed  damaged area in ceiling needs to dry before finishing repairs
Office will schedule for repairs next week.",3,,12511 East Orell Road - 3,Louisville,KY,40272
TKNVEL8,463.00,"Installed new shower faucet 
Had to drill locks there was a active leak 
Unit is on B key 
I will stop by Saturday to pick up lock box off of door",4,,12511 East Orell Road - 4,Louisville,KY,40272
TRJ79KJ,221.00,"Installed new slides on window 
Installed new blind",4,,12611 East Orell Road - 4,Louisville,KY,40272
T6KCDNF,180.00,"Found a few parts of the soffits are missing 
Need to send roofers out to look at the roof there is water coming in down the wall to unit 3 and 1",1,,4728 Southern Parkway - 1,Louisville,KY,40214
TQLVTN5,398.50,"Repaired vanity drain installed new pop up drain and trap 
Installed new burners drip pains and knobs on stove",2,,1709 Valley Forge Way - 2,Louisville,KY,40215
TI6IHPCB,480.00,Had to buy 1 ac unit,1,,4730 Southern Parkway - 1,Louisville,KY,40214
TYT7QZC,792.00,"Had to buy two new ac units 
Installed both",7,,4730 Southern Parkway - 7,Louisville,KY,40214
TBMHCMX,180.00,"Walked unit for section8 repairs 
List is in photos 
Estimate is in photos",1,,5219 Garden Green Way,Louisville,KY,40218
TPNFU3LB,180.00,"Walked unit for section8 repairs 
List is in photos 
Estimate is in photos",1,,5212 Terrace Green Circle,Louisville,KY,40218
TFT6HNLB,277.00,Had to install new diverter the new one had broken,4,,12511 East Orell Road - 4,Louisville,KY,40272
TNN6V6U,257.00,"Repaired water heater cleaned thermocouple 
Checked for ventilation 
Water heater is working properly",1,,1744 Dixdale Avenue,Louisville,KY,40210
TC3PNEI,117.50,"Leak into unit 14coming from unit 23. 
Found caulk to be cracked and more than likely the source of the leak. 
Cut out and resealed tub with silicone sealant. 
Informed unit 23 not to use shower for 4 hours. 
Will return this week for minor ceiling repair and paint in unit 14.",14,,1002 East Main St,New Albany,IN,47150
TBLKCRY,97.50,"Relit pilot light. 
Confirmed that water heater lit and ran.",1,,5219 Garden Green Way,Louisville,KY,40218
TT2KKKI,129.50,"Toilet is tight to floor. 
Toilet seat was loose. 
Tightened bolts to toilet seat. 
Seat it tight. 

Bedroom door missing louver. 
Replaced louver with mdf board. 
Caulked into place. 
Painted. 

Clean up.",A4,,4604 Southern Parkway - A4,Louisville,KY,40214
TND1PHH,775.00,,1,,4900 Saddlebrook Lane - 1,Louisville,KY,40216
TE6R2U7,97.50,"Could not get inside keys didn’t work to doors 
Office will reschedule",1,,10816 Symington Circle,Louisville,KY,40241
T045A5Q,207.50,"Installed new fill valve on toilet it stopped filling 
Removed all trash on the exterior of property",3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
T6L9LVJB,112.50,Installed transition strip to hold linoleum down.,B6,,4604 Southern Parkway - B6,Louisville,KY,40214
