Meld,Work Category,Agent,Title,Description,Hours,Check in,Checkout,Unit,Property Name,Address line 1,City,State,Postal code
TPBYR8DB,PLUMBING,Mike Guelda,Emergency call for leak.,"When I got here there was water on the laundry room floor. 
Ran a cycle in the first washer. 
When it started to drain the drain pipe began to overflow. 

Attempted to snake 4"" pipe withy snake. 
Snake almost immediately became stuck and entangled. 

When I pulled it free there was lint wrapped around the snake. 

Referral to Dixie Plumbing. 

Turned off the breakers to the washers. Office personnel sent out of service email. 

Water had gotten into apartment 1 and 2. 
Referral to Deluxe carpet cleaner.",1.5,03/27/2023 17:30,03/27/2023 19:00,2,,4901 Saddlebrook Lane,Louisville,KY,40216
T51DLHN,ELECTRICAL,Mike Guelda,Kitchen light.,"LED light in kitchen was only lighting half way. 
Removed old light and replaced with 2 bulb flush mount fixture. 
Light turns off an on properly after replacing.",1.5,03/28/2023 09:30,03/28/2023 11:00,1,,1312 Lillian Avenue,Louisville,KY,40208
T1CAGWB,GENERAL,Mike Guelda,Ceiling repairs.,"Signs of water throughout house. 
Bedroom has 2 spots where paint is peeling with visible water damage. 

Entire bathroom ceiling is peeling. 
Bathroom ceiling plaster is cracked and loose in areas. 

Small cracks present in living room and kitchen also. 

Accessed attic to check for leaks. 
Light visible around chimney and towards the front of the house. 
Referral to roofing contractors. 

Recommend laying new drywall over plaster in bathroom. Water resistant green board would be best. Estimate will be in chat.",1.5,03/28/2023 10:00,03/28/2023 11:30,1,,2463 Lindbergh Drive,Louisville,KY,40208
TU6IATHB,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs,"Unit is clean and uncluttered. Moved refrigerator and checked behind panel. No dead mouse found. 
Filled gaps in cabinet under sink with steel wool and expanding foam. Placed snap trap in cabinet under sink. 
Placed sticky traps in water heater closet and HVAC closet. 
Placed rat/mouse poison behind unit. 
Sprayed rodent repellent around front and back doors.",1.5,03/28/2023 12:30,03/28/2023 14:00,2315,,2305 Rodman,Louisville,KY,40208
T80U2FBB,OTHER_WORK_CATEGORY,Mike Guelda,Sink clog.,"Kitchen sink was clogged. From the debris in the sink I believe something backed up into the sink. 

Drained sink through Ptrap into a bucket. 
Poured debris out of trap. 

Snaked drain. About 12 foot down hit clog. Clog broke loose. 

Retrieved snake from drain. 
Nothing on snake end. 

Reassembled drain and ran water to test. 

Sink drains without backing up after 5 minutes of running water. 

Cleaned debris out of sink.",2.0,03/28/2023 14:00,03/28/2023 16:00,4,,4315 Southern Parkway,Louisville,KY,40214
TEX5LWKB,OTHER_WORK_CATEGORY,Mike Guelda,Rat trap.,"Removed dead rat from trap. 
Rebaited and reset trap.",1.0,03/28/2023 15:00,03/28/2023 16:00,1,,130 West Garrett Street,Louisville,KY,40214
TP83AVB,WATER_HEATER,Mike Guelda,Gas not turned on.,Could not relight pilot light due to lack of gas.,1.0,03/28/2023 08:00,03/28/2023 09:00,3946-1,,3944 South 3rd Street,Louisville,KY,40214
TI113LU,TOILET,Albert Hardesty,Maintenance,,2.0,03/28/2023 08:00,03/28/2023 10:00,1,,2511 Dixie Highway,Louisville,KY,40216
T2GX49GB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,7.5,03/28/2023 10:00,03/28/2023 17:30,1,,2511 Dixie Highway,Louisville,KY,40216
TXMIDHD,ELECTRICAL,Albert Hardesty,Maintenance,,2.0,03/28/2023 17:00,03/28/2023 19:00,5,,2322 West Chestnut Street,Louisville,KY,40211
TKEWJ7CB,CLEANING,Albert Hardesty,Maintenance,,3.0,03/28/2023 17:30,03/28/2023 20:30,5,,2322 West Chestnut Street,Louisville,KY,40211
TU3E0E1,PEST_CONTROL,Mike Guelda,Pest control and stove.,"Stove elements were old and not heating consistently. 
Replaced with new elements. 

Set mouse traps under kitchen sink, in cabinet to left of stove, and one on either side of the laundry/utility room. 

Sticky traps placed near trash can, next to refrigerator, and two in laundry/utility room. 

Mouse poison bait boxes placed outside between units. 

Noise in wall that tenants heard was birds in dryer duct in apartment 4. Birds removed as part of a different work order.",1.5,03/29/2023 08:00,03/29/2023 09:30,3,,184 Cannon Court,Louisville,KY,40229
TZ18CJY,OTHER_WORK_CATEGORY,Mike Guelda,Birds in dryer duct.,"Removed 3 starlings (birds) from dryer duct. 

Cleaned dryer vent with lint brush. 
Removed nest materials that birds left behind. 

Installed vet cover and pest cage at exterior vent. 
Tenant does not currently have a dryer. So I capped the interior of the vent also. 

Next door has had an issue with mice. 
Left sticky traps under kitchen sink and in laundry/utility closet. 

Treated exterior of entire building with rodent repellent.",1.5,03/29/2023 09:30,03/29/2023 11:00,4,,184 Cannon Court,Louisville,KY,40229
THR6PXJB,GARBAGE_DISPOSAL,Albert Hardesty,Maintenance,,2.0,03/29/2023 07:00,03/29/2023 09:00,1B,,302 Keeneland Drive,Elizabethtown,KY,42701
TIGVH4JB,PEST_CONTROL,Mike Guelda,Pest control.,"Knocked on back and front door for unit 1. No answer. 

Inspected basement for signs of rodent infestation. 

No burrows, no droppings, no nesting found.",1.5,03/29/2023 10:30,03/29/2023 12:00,1,,4003 South 3rd Street,Louisville,KY,40214
T4DTXWT,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,03/29/2023 10:00,03/29/2023 12:30,1,,4621 Silverleaf Dr,Louisville,KY,40213
TQQ24CGB,PAINTING,Mike Guelda,Tenant not home.,,1.0,03/29/2023 12:30,03/29/2023 13:30,1,,1719 Model Road,Louisville,KY,40216
TC2XWWY,PEST_CONTROL,Mike Guelda,Multiple issues.,"Leaks present through addition at back of house. Including kitchen and bathroom. 

Roof shows signs of damage. 
Referral to roofing company. 

Floor sags in the middle of the kitchen. 

Will return to complete drywall repair after roof repairs are completed.",1.5,03/29/2023 13:30,03/29/2023 15:00,1,,5208 Johnsontown Road,Louisville,KY,40272
TQWW9YHB,HVAC,Mike Guelda,Water heater.,"No hot water at any faucet. 
Breaker is in on position

Removed panel from water heater. 
Internal breaker is open. 
Reset internal breaker. 
No change. No sound coming from water heater indicating it's working. 

Both elements have continuity. 
Voltage at power supply is good at 220. 

Referral to Dixie Plumbing.",1.5,03/29/2023 15:00,03/29/2023 16:30,227,,4522 Winnrose Way,Louisville,KY,40211
TABYHWFB,HVAC,Mike Guelda,Water heater.,"Water heater is not igniting. 
Every 10 minutes it attempts to light and then beeps and shuts down.

It's too late to get parts today. 

Referral to Dixie Plumbing.",1.5,03/29/2023 18:00,03/29/2023 19:30,4,,4903 Saddlebrook Lane,Louisville,KY,40216
TXDLPKW,GENERAL,Albert Hardesty,Maintenance,,3.5,03/29/2023 17:00,03/29/2023 20:30,3,,715 M Street,Louisville,KY,40208
TXDLPKW,GENERAL,Albert Hardesty,Maintenance,,7.0,03/28/2023 10:00,03/28/2023 17:00,3,,715 M Street,Louisville,KY,40208
TKXWV7Q,APPLIANCES,Albert Hardesty,Maintenance,,2.0,03/29/2023 14:00,03/29/2023 16:00,1,,7602 Garrison Road,Louisville,KY,40214
TX9ZAVKB,DRYWALL,Albert Hardesty,Maintenance,,4.0,03/29/2023 12:00,03/29/2023 16:00,16,,7602 Garrison Road,Louisville,KY,40214
T8566DL,TOILET,Albert Hardesty,Maintenance,No one answered door,1.0,03/30/2023 08:00,03/30/2023 09:00,1,,435 Amy Avenue,Louisville,KY,40212
TP4XVPEB,GARAGE_DOOR,Mike Guelda,Garage doors.,"Entry door had a keyed knob. None of my keys worked and tenants key would not open it. 

Drilled knob and replaced with deadbolt. 

Keyed to B key like the doors on the house. 

Garage door that faces home was locked and one of the bottom rollers had slipped out of the bracket, causing it to bind in the rail. 
Reinstalled roller into bracket. 

The two rear doors are both beyond repair. The one on the left from the inside has broken panels. The right one is missing a spring and also has panel damage. The support for both doors is damaged and leaning. 

Recommend bringing in a garage door company for estimate for replacement.",1.5,03/30/2023 08:00,03/30/2023 09:30,1,,1208 Queen Avenue,Louisville,KY,40215
T46Y1DT,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,03/30/2023 09:00,03/30/2023 11:30,1,,2147 Duncan Street,Louisville,KY,40212
T0WP3BBB,GENERAL,Mike Guelda,Bathroom sink and shower head.,"Shower head cracked and leaking at base. 
Replaced with new shower head. 

Bathroom faucet, hot water handle broken in open position. 
Shut off water to apartment. 
Old faucet severely corroded. 
Had to cut it out of the vanity. 
Installed new faucet and 2 new feed lines.",2.0,03/30/2023 12:00,03/30/2023 14:00,2,,4909 Saddlebrook Lane,Louisville,KY,40216
TZ5MWZ1,GENERAL,Mike Guelda,Ceiling leak.,"Spoke with tenant. 
He states that it only leaks when it rains. 

Looked in 6 above and 2 below.

There are signs of slight water damage in both apartments that would suggest a roof leak. 

Looked outside. 
It is hard to see from the ground, but there is visible wear on the roof over these apartments. 
Also signs of leaks around soffit. 

Referral to roofing contractors.",1.5,03/30/2023 14:00,03/30/2023 15:30,4,,2718 Rockford Lane,Louisville,KY,40216
TFTI485,TOILET,Albert Hardesty,Maintenance,,2.0,03/30/2023 14:00,03/30/2023 16:00,1,,435 Amy Avenue,Louisville,KY,40212
TUFM202,TOILET,Albert Hardesty,Maintenance,,1.5,03/30/2023 15:00,03/30/2023 16:30,119,,4522 Winnrose Way,Louisville,KY,40211
T9K81MY,GENERAL,Albert Hardesty,Maintenance,,5.5,03/30/2023 11:00,03/30/2023 16:30,127,,4522 Winnrose Way,Louisville,KY,40211
TPNX3JP,APPLIANCES,Mike Guelda,Oven delivery.,"Removed old oven. 
Transferred plug from old to new. 
Installed new oven.",2.0,03/31/2023 08:00,03/31/2023 10:00,12,,7602 Garrison Road,Louisville,KY,40214
TRFEZ3LB,OTHER_WORK_CATEGORY,Mike Guelda,Ceiling leak.,"Water coming into apartment 10 from apartment 14 above. 

Water is coming from toilet. 
There has been multiple issues with the older toilet in 14

We will schedule to replace toilet next week. At that time I will complete ceiling repair in 10.",1.5,03/31/2023 09:30,03/31/2023 11:00,10,,7602 Garrison Road,Louisville,KY,40214
TC6YJD1,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs,"Towel rack brackets loose. 
Toilet paper holder brackets loose. 

Added screws to brackets. 

Reinstalled rack and toilet paper holder. 

Front door veneer loose. 
Installed screws to hold it in place and sanded edges to eliminate chance of splinter.",1.5,03/31/2023 13:00,03/31/2023 14:30,5,,601 Revolutionary Road,Louisville,KY,40214
TP1EV03,GENERAL,Albert Hardesty,Maintenance,,3.5,03/31/2023 08:00,03/31/2023 11:30,1,,1810 Magazine Street,Louisville,KY,40203
TK3MWY0,DOORS,Albert Hardesty,Maintenance,,2.0,03/31/2023 11:00,03/31/2023 13:00,647.5-4,,607 S 44th Street,Louisville,KY,40211
TP2IHCGB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,03/31/2023 13:00,03/31/2023 14:30,1,,500 East Ormsby Avenue,Louisville,KY,40203
T2B6PG1,PLUMBING,Mike Guelda,Bathroom drain.,"Bathtub and vanity drains back up and drain slow. 

Attempted to snake drain through bathtub drain. 

Snake would go down about 5 feet then hit something hard that I could not push past. 

Referral to Dixie Plumbing.",1.0,03/31/2023 14:30,03/31/2023 15:30,1,,4902 Saddlebrook Lane,Louisville,KY,40216
TRA7XP7,HVAC,Albert Hardesty,Maintenance,,1.5,03/31/2023 17:00,03/31/2023 18:30,2,,1431 Nightingale Road,Louisville,KY,40213
TX9ZAVKB,DRYWALL,Albert Hardesty,Maintenance,,1.0,03/31/2023 16:00,03/31/2023 17:00,16,,7602 Garrison Road,Louisville,KY,40214
TJKUAN2,ROOFING,Mike Guelda,Clean up.,"Leak in roof caused dining area ceiling to collapse. 
Removed loose and hanging drywall from ceiling. 
Cleaned up area removing wet at damaged drywall and insulation. 

Deluxe carpet cleaners will come to remove water and clean carpet.",2.5,03/31/2023 16:00,03/31/2023 18:30,15,,7602 Garrison Road,Louisville,KY,40214
TLURZRL,GENERAL,Mike Guelda,Lock out.,"Tenant was recently taken to hospital. 
In the confusion his keys were lost. 

Picked up keys from office. 
Went to apartment and let tenant in. 
Got copies made at hardware store. 
Delivered copies to tenant.",2.0,04/01/2023 08:00,04/01/2023 10:00,3946-2,,3944 South 3rd Street,Louisville,KY,40214
T5IF2FE,ROOFING,Mike Guelda,Siding repair due to high winds.,"Siding was peeling back due to high winds. 
Reattached siding with screws. 
Sealed around window with silicone sealant.",1.5,04/01/2023 15:30,04/01/2023 17:00,1,,3339 Taylor Boulevard,Louisville,KY,40215
TJVUBK7,PLUMBING,Albert Hardesty,Maintenance,,2.5,03/31/2023 14:00,03/31/2023 16:30,1,,250 Thompson Ave,Louisville,KY,40206
TKU703B,OTHER_WORK_CATEGORY,Mike Guelda,Tub faucet.,"Universal replacement handles were stripping stems. Also stem covers had sharp edges that were cutting tenant. 

After removing handles and covers the stems were in bad shape, corroded beyond repair. 

Replaced stems, handles and covers with new hardware. 

Clean up.",2.5,04/03/2023 08:00,04/03/2023 10:30,1,,601 Revolutionary Road,Louisville,KY,40214
TGVYL0E,PLUMBING,Albert Hardesty,Maintenance,,2.5,04/03/2023 08:30,04/03/2023 11:00,730,,730 Zane Street,Louisville,KY,40203
TE74PP5,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.0,04/03/2023 08:00,04/03/2023 09:00,2,,1601-1603 Gagel Avenue,Louisville,KY,40216
TCUW64FB,ROOFING,Albert Hardesty,Maintenance,,4.0,04/03/2023 10:00,04/03/2023 14:00,15,,7602 Garrison Road,Louisville,KY,40214
TXUXWB,PLUMBING,Mike Guelda,Bathroom faucet replacement.,"Bathroom faucet hot handle broken in open position. Tenant was forced to turn off water at shut off valve. 

I had to cut out the faucet due to corroded connections. 

Installed new faucet and 12 inch feed lines. 

Clean up.",2.0,04/03/2023 11:30,04/03/2023 13:30,14,,4728 Southern Parkway,Louisville,KY,40214
TI1AYE7,GENERAL,Mike Guelda,Multiple repairs.,"Bathroom ceiling has access panel in ceiling. Tenant was concerned about pests coming through gaps in the side. 
Sealed access panel with caulk. 

Also sealed small crack in wall with caulk. 

Tub had loose caulk. Recaulked around tub. 

Tub diverter spout was stuck in shower mode. 
Replaced spout with new. 
Functioning normally after repairs. 

Tenant is concerned about the condition of tub, sink, and medicine cabinet. Pictures taken and posted to meld.",1.5,04/03/2023 13:00,04/03/2023 14:30,9,,4728 Southern Parkway,Louisville,KY,40214
TKFQEQ3,GENERAL,Albert Hardesty,Maintenance,,1.0,04/03/2023 14:00,04/03/2023 15:00,1,,1710 Liberty Bell Way,Louisville,KY,40215
T1LJBIR,PLUMBING,Albert Hardesty,Maintenance,,1.0,04/03/2023 14:30,04/03/2023 15:30,1,,250 Thompson Ave,Louisville,KY,40206
TE74PP5,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,4.0,04/03/2023 15:30,04/03/2023 19:30,2,,1601-1603 Gagel Avenue,Louisville,KY,40216
TQJDLN6,PLUMBING,Mike Guelda,Bathroom sink clog.,"Vanity sink clogged with calcium deposits and hair. 

Removed clog from S trap. 

Tightened slip nuts and pop up drain. 

Drain flows freely after repair.",1.5,04/04/2023 08:00,04/04/2023 09:30,1,,2513 Date Street,Louisville,KY,40210
TJW6UDAB,BLINDS_WINDOW_TREATMENTS,Mike Guelda,Blinds and roof.,"Measured windows and acquired blinds from hardware store. 

Installed 6 new blinds. 5 on the windows and one on the back door. 

Disposed of old blinds. 

Roof in need of repairs. Referral to roofing contractors.",1.5,04/04/2023 09:30,04/04/2023 11:00,2,,2513 Date Street,Louisville,KY,40210
TNMHTLBB,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs,"Broken lightbulb in exterior fixture by front door. 

Removed broken bulb, installed new. 

No specific problem with flooring. 
Tenants are concerned about it being not level and being blamed for damage. 

Window screens are tattered. I will put together an estimate for repairing screens in apartment 201 and a separate estimate for repairing entire building.",1.0,04/04/2023 11:00,04/04/2023 12:00,201,,4161 Reservoir Avenue,Louisville,KY,40213
TZCKZL5,PLUMBING,Albert Hardesty,Maintenance,,2.0,04/04/2023 08:00,04/04/2023 10:00,12,,621 Westport Road,Elizabethtown,KY,42701
TV6589IB,GENERAL,Albert Hardesty,Maintenance,,2.0,04/04/2023 10:00,04/04/2023 12:00,1A,,304 Keeneland Drive,Elizabethtown,KY,42701
TZZEV9CB,PLUMBING,Albert Hardesty,Maintenance,,2.0,04/04/2023 10:00,04/04/2023 12:00,1A,,306 Keeneland Drive,Elizabethtown,KY,42701
TAMNJ2C,APPLIANCES,Albert Hardesty,Maintenance,,2.0,04/04/2023 11:00,04/04/2023 13:00,2A,,306 Keeneland Drive,Elizabethtown,KY,42701
TCUW64FB,ROOFING,Albert Hardesty,Maintenance,,2.0,04/04/2023 13:00,04/04/2023 15:00,15,,7602 Garrison Road,Louisville,KY,40214
TLPULWDB,APPLIANCES,Mike Guelda,Refrigerator.,"Refrigerator is barely cooling. 
Compressor is noisy and hot to the touch. 
Submitted to owner for approval to replace.",1.5,04/04/2023 12:00,04/04/2023 13:30,3946-2,,3944 South 3rd Street,Louisville,KY,40214
TPPRILHB,ELECTRICAL,Albert Hardesty,Maintenance,,1.5,04/04/2023 13:00,04/04/2023 14:30,2,,7602 Garrison Road,Louisville,KY,40214
T71Q011,SIDING,Albert Hardesty,Maintenance,,3.0,04/04/2023 14:30,04/04/2023 17:30,1,,633 Iowa Avenue,Louisville,KY,40208
TXFDH4N,PEST_CONTROL,Albert Hardesty,Maintenance,,1.5,04/04/2023 17:30,04/04/2023 19:00,2327,,2305 Rodman,Louisville,KY,40208
T1HH5LZ,PLUMBING,Albert Hardesty,Maintenance,,2.0,04/04/2023 17:30,04/04/2023 19:30,2315,,2305 Rodman,Louisville,KY,40208
T4DA8CL,PLUMBING,Albert Hardesty,Maintenance,,1.5,04/04/2023 18:00,04/04/2023 19:30,613-6,,607 S 44th Street,Louisville,KY,40211
T89M5PH,PLUMBING,Albert Hardesty,Maintenance,,2.0,04/04/2023 18:00,04/04/2023 20:00,613-8,,607 S 44th Street,Louisville,KY,40211
T51980Z,BLINDS_WINDOW_TREATMENTS,Mike Guelda,Blind replacement,"Blind in living room is damaged and no longer works. 

Installed new blind. 2"" slats to match existing blinds. 

Took pictures of damaged blinds. 

Basement does have some residual water left from the recent rains. 
Dehumidifier was unplugged. 
Plugged in dehumidifier and fan. 
Water should dry up quickly. Estimate to replace dog chewed blinds in chat.",1.5,04/05/2023 10:00,04/05/2023 11:30,1,,1948 East Oak Street,New Albany,IN,47150
TETFQ6H,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,04/05/2023 08:00,04/05/2023 11:00,1,,2147 Duncan Street,Louisville,KY,40212
TYBXD3BB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,04/05/2023 10:00,04/05/2023 13:00,2,,2147 Duncan Street,Louisville,KY,40212
TF75I8J,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,04/05/2023 13:00,04/05/2023 15:30,2,,253 Cecil Avenue,Louisville,KY,40212
TEFLDCQ,PLUMBING,Albert Hardesty,Maintenance,,2.5,04/05/2023 15:30,04/05/2023 18:00,1,,222 Mud Hen Drive,Shepherdsville,KY,40165
TX9ZAVKB,DRYWALL,Albert Hardesty,Maintenance,,2.5,04/05/2023 16:00,04/05/2023 18:30,16,,7602 Garrison Road,Louisville,KY,40214
TCUW64FB,ROOFING,Albert Hardesty,Maintenance,,2.5,04/05/2023 17:00,04/05/2023 19:30,15,,7602 Garrison Road,Louisville,KY,40214
T4DA8CL,PLUMBING,Albert Hardesty,Maintenance,,2.5,04/06/2023 08:00,04/06/2023 10:30,613-6,,607 S 44th Street,Louisville,KY,40211
TGAUM2Z,PLUMBING,Albert Hardesty,Maintenance,,2.5,04/06/2023 10:00,04/06/2023 12:30,623-4,,607 S 44th Street,Louisville,KY,40211
T89ZBYMB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,04/06/2023 10:30,04/06/2023 12:30,623-2,,607 S 44th Street,Louisville,KY,40211
TJPLTT5,WINDOWS,Albert Hardesty,Maintenance,,2.5,04/06/2023 12:30,04/06/2023 15:00,647.5-3,,607 S 44th Street,Louisville,KY,40211
TZPXDXP,WINDOWS,Albert Hardesty,Maintenance,,3.0,04/06/2023 12:00,04/06/2023 15:00,647-3,,607 S 44th Street,Louisville,KY,40211
TXUTXPD,PLUMBING,Albert Hardesty,Maintenance,,2.0,04/06/2023 12:00,04/06/2023 14:00,649-3,,607 S 44th Street,Louisville,KY,40211
