Unit,Property Name,Address line 1,City,State,Postal code,Meld creation date,Tenant presence required,Work category,Work location,Priority,Detailed description,Description,Meld status,Meld number,Started,Due date,Meld completion date,Meld completion notes,Meld canceled,Meld cancel reason,Meld reason not completed,Meld rating,Tags,Review Date,Tenant review,Assignee,Maintenance notes,Vendor accept date,Appointment,Meld URL,Propertyware work order,Rent Manager service issue
2,,4733 South 3rd Street - 2,Louisville,KY,40214,04/26/2023 13:58,No,Plumbing,Bathroom,Medium,"There is a busted bathtub drain line that needs to be repaired

Lock box 0987",Bathtub,Completed,TDK5GD8,04/26/2023 14:18,,04/27/2023 08:00,"05/02/23 01:08 PM by Jon Greenwell
Installed new tub drain. Had to replace piping to the tub. Installed new p-trap and drain waste overflow. The tub is good and not leaking

05/01/23 02:46 PM by Jon Greenwell
The old drum trap was cut out. Going to have to run a new tub drain. Coming back tomorrow to do so",,,,,Vacant,,,Dixie Plumbing,,04/26/2023 14:18,04/27/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/5237959/summary/,,
1,,1208 Queen Avenue,Louisville,KY,40215,04/26/2023 13:55,No,Cleaning,basement bathroom,High,Please use shop vac to suck out the feces. ,Clean bathroom toilet,Completed,TXUTN3P,05/01/2023 08:47,,05/01/2023 09:00,,,,,4,,05/09/2023 11:26,,Garcias cleaning llc ,,05/01/2023 08:47,05/01/2023 09:00,https://app.propertymeld.com/1912/m/1912/meld/5237928/summary/,,
1,,1208 Queen Avenue,Louisville,KY,40215,04/26/2023 13:53,Yes,Plumbing,Basement ,Low,"Human feces needs to be removed from the toilet in the basement
Need wet vac ",Toilet ,Canceled by manager,TLDHAKD,,,,,04/27/2023 11:31,Duplicate work order,,,,,,Not assigned,,,,https://app.propertymeld.com/1912/m/1912/meld/5237899/summary/,,
1,,1208 Queen Avenue,Louisville,KY,40215,04/26/2023 12:54,No,Plumbing,Basement,Medium,"The toilet is not hooked up and neither are the pipes for the sink in the basement.

Owner approved:
Install new toilet and drain for sink",Downstairs bathroom installation (clone) (clone),Completed,TE2KL5D,,,04/26/2023 15:30,,,,,,New Move IN,,,Jonathan Guyton,,,,https://app.propertymeld.com/1912/m/1912/meld/5237358/summary/,,
1,,6713 Stana Drive,Louisville,KY,40258,04/26/2023 12:45,Yes,Appliances,Kitchen,Medium,Replace refrigerator,Leaking Refrigerator (clone),Completed,TZQLVIEB,04/26/2023 15:03,,04/27/2023 08:00,,,,,,,,,Mike Guelda,,,04/27/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/5237253/summary/,,
1,,125 South 44th Street,Louisville,KY,40212,04/26/2023 12:13,No,Plumbing,"Kitchen, Bathroom",Medium,"1. Kitchen sink is clogged since yesterday.
2. Leak in the basement coming from the downstair bathroom. ",Multiple Issues,Completed,TU5EIPI,,04/28/2023,04/26/2023 08:04,,,,,,,,,Jonathan Guyton,,,,https://app.propertymeld.com/1912/m/1912/meld/5236954/summary/,,
1,,1221 Homeview Drive,Louisville,KY,40215,04/26/2023 11:55,No,Landscaping,Backyard,Low,Please clean up the fence line in the picture sent over. And secure the door on the backside of the garage. Thank you. ,Clean up Fence Row and Secure Shed Door,Completed,TV2KZKZ,04/26/2023 12:10,05/04/2023,04/27/2023 08:00,,,,,,,,,Garcias cleaning llc ,,04/26/2023 12:10,04/27/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/5236812/summary/,,
1,,2414 Parkdale Avenue,Louisville,KY,40220,04/26/2023 10:37,No,Plumbing,Bathroom,Medium,Sink starts leaking when she uses it in the downstairs bathroom. It's not fitted to the wall properly. ,Bathroom sink,Completed,T0E0U6LB,,,04/27/2023 07:56,,,,,,,,,Jonathan Guyton,,,,https://app.propertymeld.com/1912/m/1912/meld/5236100/summary/,,
1,,4204 St Charles Ln,Louisville,KY,40218,04/26/2023 10:35,No,Sewer,Bathroom,Medium,The WC system is clogged since yesterday evening despite several attempts to flush it with the plunger. I would appreciate you send someone fix it the quickest the better. Thank you!,WC is clogged,Completed,T68LIQN,04/26/2023 10:52,,04/26/2023 14:30,,,,,,,,,Albert Hardesty,,,04/26/2023 12:00,https://app.propertymeld.com/1912/m/1912/meld/5236088/summary/,,
1,,1402 Earl Avenue,Louisville,KY,40215,04/26/2023 09:32,No,Other,APARTMENT,Medium,"AC is not working. No air is coming through the vents.
The microwave is not working. It's a brand new microwave and she thinks it might be the Refrigerator door handle that needs to be fixed. 
The main door knob needs to be fixed. It's hard for her to open the door. She is not sure if it's a knob issue. ",Multiple Issues,Completed,TF9A0XEB,04/26/2023 15:42,,04/27/2023 14:00,,,,,,,,,Jonathan Guyton,,,04/27/2023 14:00,https://app.propertymeld.com/1912/m/1912/meld/5235633/summary/,,
730,,730 Zane Street,Louisville,KY,40203,04/26/2023 07:39,No,Other,Front door,Medium,Can I please get a doorbell/ peep hoIe? I purchased a ring because I can’t see or hear if someone is at my front door. Now I don’t have a neighbor and just want to be cautious,Door bell,Pending more management availability,TP3ZXL2,,,,,,,,,SFH - West,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/5235230/summary/,,
2,,2613 West Main Street - 2,Louisville,KY,40212,04/25/2023 22:37,No,General,unit #2,Low,"Section 8 

-Kitchen gfi outlet not working
-kitchen ceiling falling through completely 
-kitchen cabinet shelf is broken 
-bath sink in complete disarray, it's clogged and a hole in the bottom of the sink cabinet must be repaired and resurfaced
-front exterior door loose in the frame
-Walkway side to the unit is in complete disarry (take pictures)",Section 8 Repairs (clone) (clone) (clone),Completed,TA4FH5,,,04/26/2023 14:30,,,,,,Section 8,,,Albert Hardesty,,,,https://app.propertymeld.com/1912/m/1912/meld/5234611/summary/,,
6,,4730 Southern Parkway - 6,Louisville,KY,40214,04/25/2023 19:35,No,Windows,Bedroom,Low,tenant requests that glass for window in bedroom be replaced because it is currently cracked.,Window,Completed,TKUVFL0,04/26/2023 15:34,,04/27/2023 10:00,,,,,,,,,Jonathan Guyton,,,04/27/2023 10:00,https://app.propertymeld.com/1912/m/1912/meld/5234105/summary/,,
1,,4733 South 3rd Street - 1,Louisville,KY,40214,04/25/2023 19:31,No,Other,APARTMENT,Medium,"ceiling in bathroom is dipping over the shower and needs to be secured to stud or joist
Bedroom and bathroom walls, door, and trim need paint. currently, there are bubbles and gaps in existing paint.",Multiple Issues,Completed,TM9LEQ1,04/26/2023 15:22,,04/27/2023 08:00,,,,,,Renewal Repairs,,,Jonathan Guyton,,,04/27/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/5234086/summary/,,
1,,1744 Dixdale Avenue,Louisville,KY,40210,04/25/2023 19:29,No,Other,APARTMENT,Low,"light switch cover in the first floor hallway needs to be replaced
One kitchen drawer is off its track
Carpet is missing on the top stair
Upstairs bathroom toilet is blocked and overflows when flushed
Wall in upstairs bathroom has a hole which was poorly patched
Wall in upstairs bedroom (room on left) has ripped/torn paint on wall.
Tenant requests that a water line be connected or installed to fridge so that water & ice dispenser work for fridge.",Multiple Issues,Completed,TAGTAGMB,04/26/2023 15:09,,04/27/2023 12:00,,,,,,Renewal Repairs,,,Mike Guelda,,,04/27/2023 12:00,https://app.propertymeld.com/1912/m/1912/meld/5234082/summary/,,
3,,4733 South 3rd Street - 3,Louisville,KY,40214,04/25/2023 19:28,No,Plumbing,APARTMENT,High,he stated that there was maintenance work going on today at unit 2 and they turned off the water. They left an hour ago and forgot to turn on the water.,Water turned off,Completed,TI15KTN,,,04/25/2023 21:30,,,,,,,,,Albert Hardesty,,,,https://app.propertymeld.com/1912/m/1912/meld/5234080/summary/,,
1,,1747 East Oak Street - 1,New Albany,IN,47150,04/25/2023 19:26,No,Other,APARTMENT,Low,"Siding (located on small utility room addition) has severe deterioration at the bottom as well as one spot near the roof.
Smoke alarm in living room is missing",Multiple Issues,Completed,THNHZAW,05/05/2023 16:20,,06/14/2023 14:00,,,,,,,,,Mike Guelda,,,06/14/2023 14:00,https://app.propertymeld.com/1912/m/1912/meld/5234071/summary/,,
607-4,,607 S 44th Street - 4,Louisville,KY,40211,04/25/2023 19:23,No,Plumbing,Bathroom,Low,Shower faucet repairs.,Shower Faucet,Completed,TJA42YD,,,04/25/2023 21:30,,,,,,,,,Albert Hardesty,,,,https://app.propertymeld.com/1912/m/1912/meld/5234061/summary/,,
607-4,,607 S 44th Street - 4,Louisville,KY,40211,04/25/2023 18:16,No,Locks,APARTMENT,High,Tenant has lost the keys and is locked out of the apartment. He is also requesting a spare key.,Lock out,Canceled by manager,TV64BMW,,,,,04/25/2023 19:23,"Everything is good, Al confirmed that he found the key.",,,,,,Albert Hardesty,,,,https://app.propertymeld.com/1912/m/1912/meld/5233730/summary/,,
4,,216 East 13th Street- 4,New Albany,IN,47150,04/25/2023 16:55,No,Other,Bathroom,Medium,Bathtub is chipping paint. We just took two showers and all the paint had come off. Please see the attached picture.,Bathtub,Pending more vendor availability,T13DWHL,05/16/2023 12:34,,,,,,,,Multi-Indiana,,,LREI Turns,,05/16/2023 12:34,,https://app.propertymeld.com/1912/m/1912/meld/5233199/summary/,,
209,,1743 Culbertson Avenue,New Albany,IN,47150,04/25/2023 16:11,No,Blinds/Window treatments,Bedroom & Living room,Medium,"Windows shades need to be fixed/replaced. One is in the bedroom and the other in the living room. Pictures are attached.
The blinds are 42 inches.",Blinds,Pending more management availability,T3NATX8,,,,,,,,,Multi-Indiana,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/5232760/summary/,,
1,,728 Zane Street,Louisville,KY,40203,04/25/2023 16:04,No,Cleaning,back alley,High,This is a code violation and needs to be taken care of immediately. Back alley of property has furniture and debris that needs to be removed.,trash out furniture items ,Completed,T8B7RJK,04/26/2023 12:09,04/27/2023,04/27/2023 11:30,,,,,,,,,Garcias cleaning llc ,,04/26/2023 12:09,04/27/2023 11:30,https://app.propertymeld.com/1912/m/1912/meld/5232686/summary/,,
2,,500 East Ormsby Avenue - 2,Louisville,KY,40203,04/25/2023 15:43,No,General,bedroom,Medium,Previous repairs were made to the closet and the drywall was never repainted. The closet doors keep coming off track in the laundry room and tiles are raising in the bedrooms. Wants to know if owner will take care.,Paint bedroom wall,Pending more management availability,TP27QK2,,,,,,,,,Multi-West End,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/5232489/summary/,,
Unit 1,,9418 Chambers Way,Louisville,KY,40229,04/25/2023 15:30,No,Evaluation,Entire Unit,Medium,Final walk-through and punch list ,Final Evaluation,Canceled by manager,TXZTQG7,,04/28/2023,,,04/25/2023 16:00,,,,,,,Not assigned,,,,https://app.propertymeld.com/1912/m/1912/meld/5232390/summary/,,
Unit 1,,9418 Chambers Way,Louisville,KY,40229,04/25/2023 15:30,No,Cleaning,Entire Unit,Medium,"* Vacuum carpets
* Clean inside of windows and sills
* Clean ceiling fans and light fixtures
* Clean bathroom sinks and counters
* Clean interior and exterior of toilets
* Mop or vacuum bathroom floors
* Clean shower and shower doors
* Clean baseboards
* Clean mirrors
* Clean kitchen sink and counters
* Clean inside and outside of kitchen cabinets and drawers
* Clean kitchen floors
* Clean interior and exterior of the refrigerator
* Clean interior and exterior of the oven
* Clean cabinets and drawers
* Clean exterior of any additional large appliances
* Clean inside and outside of the microwave
* Mop floors
* Dust surfaces
* Remove all trash",Cleaning,Canceled by manager,TWKXEDKB,,04/27/2023,,,04/25/2023 16:00,,,,,,,Not assigned,,,,https://app.propertymeld.com/1912/m/1912/meld/5232389/summary/,,
Unit 1,,9418 Chambers Way,Louisville,KY,40229,04/25/2023 15:30,No,Interior,Entire Unit,Low,"* Fill, repair, and paint small holes
* Touch up large cosmetic scuff marks and scrapes",Unit turn,Canceled by manager,T6Z7KCM,,05/09/2023,,,04/25/2023 16:00,,,,,,,Not assigned,,,,https://app.propertymeld.com/1912/m/1912/meld/5232387/summary/,,
Unit 1,,9418 Chambers Way,Louisville,KY,40229,04/25/2023 15:30,No,Doors,Entire Unit,High,* Rekey all exterior and garage door locks,Rekey locks,Canceled by manager,T3LU3JAB,,04/26/2023,,,04/25/2023 16:00,,,,,,,Not assigned,,,,https://app.propertymeld.com/1912/m/1912/meld/5232386/summary/,,
Unit 1,,9418 Chambers Way,Louisville,KY,40229,04/25/2023 15:30,No,Evaluation,Entire Unit,Medium,"Doors
* Evaluate doors to make sure they aren't damaged and also check if they need weather stripping or painting
* Verify that doors open and close easily and seal completely when closed

Appliances
* Verify that refrigerator is cooling
* Verify freezer temperature is below 16 degrees F
* Verify refrigerator door gasket seals
* Verify oven, broiler and each of the top burners on stove heat
* Verify vent hood is operational
* Verify disposal is functional and not blocked
* Run the dishwasher through a complete cycle and verify no water is leaking

Kitchen
* Verify kitchen faucet has no leaks near the spout or stem
* Verify no leaks in drain piping under the sink 
* Check drain lines for weak areas that might leak later
* Verify no excessive chips or damage to countertops
* Verify caulking on the countertop is not cracked or excessively worn 
* Verify kitchen cabinets and drawers open and shut easily and that they stay shut
* Verify hot water comes out of the faucet


Bathroom
* Verify faucets don’t leak near spout or stem
* Verify no excessive chips or damage to countertops
* Check drain lines for weak areas that might leak later
* Verify caulking on the countertop is not cracked or excessively worn
* Verify toilets flush, drain, and refill properly and don’t run
* Verify caulking around the tub/shower is not cracked or excessively worn
* Verify tub holds water and drains properly
* Verify doors on shower/tub operate properly
* Verify shower curtain rod is present and secured properly 
* Verify shower head sprays normally and doesn't leak near head or stem

HVAC
* Verify heating and cooling function properly

Interior
* Check for broken or cracked glass
* Verify windows have screens and are secured
* Verify windows open and close without excessive force
* Verify window locks operate properly
* Verify all lights and switches operate properly
* Verify electric cover plates are not broken or missing",Initial Evaluation,Canceled by manager,TELHBPG,,04/28/2023,,,04/25/2023 16:00,,,,,,,Not assigned,,,,https://app.propertymeld.com/1912/m/1912/meld/5232385/summary/,,
3,,4900 Saddlebrook Lane - 3,Louisville,KY,40216,04/25/2023 15:07,No,General,4900 #3,Low,"Meet property manager at unit @12pm

Rekey / Change locks",Lock Change,Completed,TVUL06M,04/25/2023 15:07,,04/26/2023 12:00,,,,,,,,,Mike Guelda,,,04/26/2023 12:00,https://app.propertymeld.com/1912/m/1912/meld/5232190/summary/,,
3,,1743 Culbertson Avenue,New Albany,IN,47150,04/25/2023 14:05,No,Cleaning,Full Unit,High,on J key,Trash Out,Completed,T1XNV2AB,04/26/2023 12:10,,04/28/2023 12:15,,,,,,,,,Garcias cleaning llc ,,04/26/2023 12:10,04/28/2023 12:15,https://app.propertymeld.com/1912/m/1912/meld/5231551/summary/,,
1,,130 West Garrett Street,Louisville,KY,40214,04/25/2023 13:49,Yes,Plumbing,Kitchen,Medium,tenant has reported a broken dishwasher due to the rats chewing up the hoses from the rats coming from the next-door property.,Dishwasher is broken,Pending more management availability,T45FEM5,,,,,,,,,SFH-South,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/5231389/summary/,,
34,,111 E O'Bryan Avenue-34,Bardstown,KY,40004,04/25/2023 13:37,No,Windows,Bedroom,Medium,One of the bedroom windows is broken.,Window,Completed,TWF398T,,,04/26/2023 16:30,Done ,,,,,,,,Bill Sweeney,,,,https://app.propertymeld.com/1912/m/1912/meld/5231271/summary/,,
3,,8801 Malvern Hill Road - 3,Louisville,KY,40242,04/25/2023 13:35,No,Pest control,Unit 3,Low,"There are still signs of roaches in the unit. Please treat unit again.


Vacant unit
Lockbox code 0987",Pest control (clone),Completed,T1X1J81,04/28/2023 14:40,,05/02/2023 09:00,,,,,,Vacant,,,EnviroSafe Termite & Pest Control,,04/28/2023 14:40,05/02/2023 09:00,https://app.propertymeld.com/1912/m/1912/meld/5231260/summary/,,
205,,2430 McKindree Ct,Louisville,KY,40211,04/25/2023 13:35,No,General,Bathroom,Low,"The tenant is wanted to paint her bathroom, so she wants approval for the paint. She stated that she has an inspection coming up and her floors are all messed up, she said this was a reason she failed last time and she asked us over and over about the tub said ""5 years"". wants a neew one.",Black stuff is coming from the tub and can't keep clean,Completed,TQ7R5I,05/02/2023 15:19,,05/03/2023 11:30,,,,,,,,,Albert Hardesty,,,05/03/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/5231256/summary/,,
1,,4910 Garden Green Way,Louisville,KY,40218,04/25/2023 12:38,No,Driveway,Outside,Medium,"Per the tenant, her driveway is messed up. She had to replace her bumper twice. Kindly check again.",Driveway (clone),Canceled by manager,TL4V3IX,,,,,05/24/2023 13:23,The owners sent a vendor out to complete repairs,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/5230680/summary/,,
A15,,4604 Southern Parkway - A15,Louisville,KY,40214,04/25/2023 12:13,No,Appliances,Kitchen,High,"Tenant reported that the refrigerator is working but it's blowing hot air. 

Tech found the compressor is out and needs to be replaced",Refrigerator (clone),Canceled by manager,T5BBIRN,,,,,05/26/2023 14:15,Hampton Appliance coordinated delivery with the resident,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/5230400/summary/,,
2331,,2331 Rodman,Louisville,KY,40208,04/25/2023 10:47,No,Cleaning,Full Unit Sales Clean,High,Code 0987 or V key,Full Unit Sales Clean,Completed,TBEDXRR,04/26/2023 12:02,04/27/2023,04/28/2023 12:15,,,,,,,,,Garcias cleaning llc ,,04/26/2023 12:02,04/28/2023 12:15,https://app.propertymeld.com/1912/m/1912/meld/5229538/summary/,,
2B,,402 North Hite Avenue 2B,Louisville,KY,40206,04/25/2023 10:40,No,Plumbing,Bathroom,Medium,"Bathroom sink is backed up. 
sink over filled this morning while attempting to brush my teeth. 
Toilet does flush slow water pressure in kitchen is lower than normal",Bathroom sink,Completed,TATDMUGB,04/25/2023 11:43,,04/26/2023 10:00,Invoiced already and approved on different meld,,,,,,,,Dixie Plumbing,,04/25/2023 11:43,04/26/2023 10:00,https://app.propertymeld.com/1912/m/1912/meld/5229476/summary/,,
9,,4730 Southern Parkway - 9,Louisville,KY,40214,04/25/2023 09:58,No,Pest control,APARTMENT,Low,Service tech finds out that there are roaches in the apartment. ,Roaches,Completed,TPJRP4MB,04/25/2023 09:59,,04/27/2023 14:00,,,,,,,,,EnviroSafe Termite & Pest Control,,04/25/2023 09:59,04/27/2023 14:00,https://app.propertymeld.com/1912/m/1912/meld/5229124/summary/,,
9,,4730 Southern Parkway - 9,Louisville,KY,40214,04/25/2023 09:55,No,Plumbing,Bathroom,Medium,"The service tech was there today and he finds out that the shower faucet needs to be replaced and the top of the faucet leaks. 
",Shower Faucet,Completed,TUU4Q6Z,04/25/2023 10:50,,04/26/2023 10:00,"04/26/23 09:45 AM by Alex Jeter
I went to apt 9 and found that the shower head was running warm water, not hot. I pulled off the shower head, and then it would get really hot. I got a new shower head and removed all the restrictions, and everything is working 6 no leaks. Clean up and showed the tenant that it hot. If it happens again, I would recommend cutting out the old shower valve and replacing it with a new one",,,,5,Renewal Repairs,04/28/2023 12:56,Guy did great very good,Dixie Plumbing,,04/25/2023 10:50,04/26/2023 10:00,https://app.propertymeld.com/1912/m/1912/meld/5229102/summary/,,
